region_id,p_limma,fdr_limma,p_wilcox,fdr_wilcox,gene_id,chr,start,end,type,reg_id,symbol,beta_pe,beta_ctrl,delta_beta,direction,candidate,n_tested,n_sig_nom,min_p,n_pos,agree_pct,validation,delta_beta_edta,p_edta,fdr_edta,delta_beta_pax,p_pax,delta_beta_eope,p_eope,fdr_eope,p_inter,fdr_inter,sens_flag,eo_flag,final_call,lf_placenta_meta,p_placenta_meta,n_placenta_meta,npos_placenta_meta,lf_blood_meta,p_blood_meta,n_blood_meta,npos_blood_meta,region_class,expr_expected,dir_match_pl
46470,9.08041363036973e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,105374910,chr6,8100711,8104710,promoter_TSS2kb,"",LOC105374910,0.354595643320575,0.246981446125951,0.107614197194624,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed,0.138666494457082,4.16839046475597e-06,0.00585887450832705,0.0552666950510981,0.306576367364097,0.105372838824268,8.98929304175462e-05,0.0367953358590123,0.270592555025192,0.745550632721345,tube_robust_fdr,eope_fdr,deprioritized,,,,,,,,,promoter,-1,
46471,9.08041363036973e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,105374911,chr6,8100737,8104736,promoter_TSS2kb,"",LOC105374911,0.354595643320575,0.246981446125951,0.107614197194624,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed,0.138666494457082,4.16839046475597e-06,0.00585887450832705,0.0552666950510981,0.306576367364097,0.105372838824268,8.98929304175462e-05,0.0367953358590123,0.270592555025192,0.745550632721345,tube_robust_fdr,eope_fdr,deprioritized,,,,,,,,,promoter,-1,
47344,9.08041363036973e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,100526837,chr6,8100560,8104559,promoter_TSS2kb,"",EEF1E1-BLOC1S5,0.354595643320575,0.246981446125951,0.107614197194624,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed,0.138666494457082,4.16839046475597e-06,0.00585887450832705,0.0552666950510981,0.306576367364097,0.105372838824268,8.98929304175462e-05,0.0367953358590123,0.270592555025192,0.745550632721345,tube_robust_fdr,eope_fdr,deprioritized,,,,,-0.0489273901021333,1.69730244438656,1,0,promoter,-1,
47345,9.06117520316614e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,9521,chr6,8100549,8104548,promoter_TSS2kb,"",EEF1E1,0.354595643320575,0.246969890087658,0.107625753232917,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed,0.138681286186097,4.15781977545325e-06,0.00585887450832705,0.0552666950510981,0.306576367364097,0.105384394862561,8.9752069113305e-05,0.0367953358590123,0.270474830063651,0.745550632721345,tube_robust_fdr,eope_fdr,deprioritized,,,5,,-0.0274088555266146,1.4983374572628,2,1,promoter,-1,
9733,2.12202687170966e-06,0.00122222064261274,8.85894285374e-06,0.0025920558074615,257396,chr5,53109816,53127673,gene_body,"",MOCS2-DT,0.495155518282738,0.382728388669278,0.11242712961346,hyper,TRUE,23,1,0.0143758740894812,9,39.1304347826087,unconfirmed,0.123592556297655,0.000142927577834613,0.0199396843234939,0.076687775222325,0.00974030489617146,0.115014385702669,1.59709373873888e-05,0.0160297891977615,0.586041968380883,0.885506911801712,tube_robust_fdr,eope_fdr,deprioritized,,,,,,,,,genebody,-1,
22142,3.26289496312052e-06,0.00152996308180987,8.08988973406658e-06,0.00245543259032159,55716,chr12,49097136,49110900,gene_body,"",LMBR1L,0.407620190183241,0.288888031395113,0.118732158788129,hyper,TRUE,74,0,0.128924701305918,22,29.7297297297297,unconfirmed,0.0994190907409725,0.00129200545984316,0.0468331424184281,0.146969328021498,0.0151224320781931,0.122623541556443,2.63525484984098e-05,0.0181102791255004,0.529261722685291,0.865494544968448,tube_robust_fdr,eope_fdr,deprioritized,0.200471042090851,2,6,5,0.0256805094034638,1.76848419720668,2,2,genebody,-1,0
31774,3.53015286795433e-06,0.00157302705120019,2.91324508142363e-05,0.00456312743503159,3929,chr20,38346482,38377013,gene_body,"",LBP,0.658759800440773,0.762746866664047,-0.103987066223274,hypo,TRUE,36,3,0.0193788819875776,12,66.6666666666667,unconfirmed,-0.0996904894183802,0.000187582057632802,0.021354825373013,-0.101952756629021,0.0506472027900494,-0.123918150086949,1.19133042795466e-05,0.0152489764506463,0.723840297450219,0.929490030157443,tube_robust_fdr,eope_fdr,deprioritized,0.0546174563391368,1.87162740140675,6,4,-0.00975791704502088,1.39318328418887,2,0,genebody,1,1
31975,4.25421679095858e-06,0.00172521359735634,5.91214325320276e-05,0.00658236612915183,6227,chr20,62387103,62388520,gene_body,"",RPS21,0.35707702869749,0.222129688403423,0.134947340294067,hyper,TRUE,50,0,0.0697908321599185,26,52,unconfirmed,0.147139255208889,0.000142862007166821,0.0199396843234939,0.0966635245813427,0.123061232370417,0.151681311030057,1.33262842346824e-05,0.0156028080752061,0.524677862812127,0.863598241415291,tube_robust_fdr,eope_fdr,deprioritized,-0.0190429471696272,1.42348367215896,6,2,0.0246117874901888,1.32238469791766,2,1,genebody,-1,1
25460,6.20279292681166e-06,0.00208902569486781,5.08648786556876e-06,0.00208337930580798,100505648,chr15,40686161,40695128,gene_body,"",RAD51-AS1,0.409115639692107,0.296105878165241,0.113009761526867,hyper,TRUE,38,0,0.150135306474415,11,28.9473684210526,unconfirmed,0.0970366176162709,0.000624329495138853,0.0337271504522579,0.141787358384546,0.009655982958911,0.102533491219101,4.73943542027698e-05,0.0258889540755537,0.885306900910864,0.972357811032208,tube_robust_fdr,eope_fdr,deprioritized,,,,,0.215708027465356,1.83161600811576,1,1,genebody,-1,
66761,7.51830065285084e-06,0.00237299612420359,6.48561182586669e-06,0.00224838641629619,128710,chr20,10433305,10437304,promoter_TSS2kb,"",SLX4IP,0.555512821450517,0.442170657301631,0.113342164148886,hyper,TRUE,78,0,0.0653761333006616,21,26.9230769230769,unconfirmed,0.101052173411732,0.000831368027622449,0.0383334536991723,0.116164453186973,0.00173956516109782,0.10458089441065,0.000231271988112818,0.0489009888629692,0.802467963504892,0.951719135264917,tube_robust_fdr,eope_fdr,deprioritized,0.0106939829992123,1.44619356150661,5,3,-0.00670135218715109,1.16225766864758,2,1,promoter,-1,0
20971,9.90747318218146e-06,0.00274536533160219,1.90156710134235e-05,0.0036993571896008,84318,chr12,389273,442642,gene_body,"",CCDC77,0.571595455608356,0.462285360915815,0.10931009469254,hyper,TRUE,76,3,0.00838207401434028,25,32.8947368421053,unconfirmed,0.106979211037066,0.000650434901734657,0.0344659426021853,0.0814942714749285,0.0613075525225655,0.127667106967023,2.46423084867516e-05,0.0180516978532287,0.702173204880264,0.922763557013642,tube_robust_fdr,eope_fdr,deprioritized,-0.0268931774121855,1.85739020728966,6,1,0.0175858734084546,1.47812742656088,2,1,genebody,-1,1
52982,9.87532705239368e-06,0.00274536533160219,6.00865114548377e-05,0.00666951159316914,3189,chr10,68329174,68333173,promoter_TSS2kb,"",HNRNPH3,0.328341145913296,0.227522260688553,0.100818885224743,hyper,TRUE,69,0,0.200712382385656,14,20.2898550724638,unconfirmed,0.120730872320548,0.000141064656385093,0.0199396843234939,0.0515707160732037,0.222247949036627,0.100653981467217,0.000102455837989176,0.0379133171395402,0.0325336503314608,0.628769843037646,tube_robust_fdr,eope_fdr,deprioritized,0.0129336848067166,1.2461640929488,6,4,-0.0159900886718486,1.21056911210724,2,1,promoter,-1,0
24387,1.34047352754116e-05,0.00322542623659806,4.45672625939936e-06,0.00191765066130908,2287,chr14,45115599,45135319,gene_body,"",FKBP3,0.512935543493713,0.389316788925614,0.123618754568099,hyper,TRUE,30,0,0.0956149416863411,13,43.3333333333333,unconfirmed,0.117538574147052,0.000565967574492749,0.0326378096998678,0.128420754516343,0.00484497457340769,0.1085742585365,0.00030028366285622,0.0539332632648407,0.857310757629538,0.965342312414726,tube_robust_fdr,eope_nominal,deprioritized,-0.0411486626020591,1.85526045563436,6,2,-0.0329133337087219,1.70896253263512,2,1,genebody,-1,1
51775,1.55254183958695e-05,0.00349385675655396,0.000343764596000495,0.0182215164262639,8021,chr9,131123573,131127572,promoter_TSS2kb,"",NUP214,0.431055874473882,0.319594994358798,0.111460880115084,hyper,TRUE,45,0,0.0536159401749611,16,35.5555555555556,unconfirmed,0.115681987195617,0.000552286568876728,0.0323947967690527,0.0822520285819668,0.117448726558224,0.137133345669898,3.76603660444918e-05,0.0233842149128294,0.864542545996018,0.967479488926031,tube_robust_fdr,eope_fdr,deprioritized,-0.0264162085762398,1.58714177740436,6,3,0.0086313479782188,1.21577479375314,2,2,promoter,-1,1
26198,1.60019618259925e-05,0.0035150495605036,0.000131559155977401,0.0102964566458071,101928595,chr16,30096363,30105193,gene_body,"",YPEL3-DT,0.39899224984504,0.269262458916287,0.129729790928752,hyper,TRUE,67,1,0.00139151986514566,17,25.3731343283582,unconfirmed,0.165627769944684,8.14258443844616e-05,0.0169018904242399,0.029566942808767,0.631349041755308,0.148355897103611,0.000267513923400979,0.0516114388616507,0.139463144082773,0.671148030484648,tube_robust_fdr,eope_nominal,deprioritized,,,,,,,,,genebody,-1,
36496,2.55842093765326e-05,0.00456787628876373,3.54363094191798e-06,0.00172806344092944,26092,chr1,179880042,179884041,promoter_TSS2kb,"",TOR1AIP1,0.257387074135619,0.136104494825604,0.121282579310014,hyper,TRUE,62,1,0.0332093814518729,21,33.8709677419355,unconfirmed,0.124214149303215,0.000160632691617331,0.0202104017437733,0.100750016947704,0.0142582293608568,0.112430711000411,0.000123473861748694,0.0395057047007207,0.419146171191538,0.819161584752418,tube_robust_fdr,eope_fdr,deprioritized,-0.0645644486397569,1.96501570059279,6,3,-0.0220358629989936,1.64945265874651,2,0,promoter,-1,1
1293,5.1031194355691e-05,0.00627366353736148,6.10987527749352e-06,0.00224838641629619,51603,chr1,171781660,171814023,gene_body,"",METTL13,0.282166823018323,0.181287938389362,0.100878884628961,hyper,TRUE,27,0,0.0994660928763425,12,44.4444444444444,unconfirmed,0.0733454938964171,0.000124201638871625,0.0187529204002849,0.120221877393077,0.0210797068178352,0.0977293953534325,4.34572565291197e-05,0.0250714151860793,0.345279859579681,0.78434260170223,tube_robust_fdr,eope_fdr,deprioritized,-0.010376493818916,1.30329452498426,6,4,0.00702009494020765,1.1691759564382,2,2,genebody,-1,1
27908,6.5326783827902e-05,0.00695563840384771,4.5623672791967e-05,0.00571452126264863,25926,chr17,67717931,67744531,gene_body,"",NOL11,0.384691095521113,0.272850799982484,0.111840295538629,hyper,TRUE,32,0,0.275430929998719,13,40.625,unconfirmed,0.104096503387954,5.5519318104853e-05,0.0154878020562102,0.117698968111616,0.073376334560562,0.104577203109801,0.000526645783814136,0.0681019904021661,0.86614547381615,0.967941965421031,tube_robust_fdr,eope_nominal,deprioritized,0.0115263297442648,1.32296800134268,6,3,-0.0544602470136266,1.79845376040295,2,0,genebody,-1,0
2387,7.63556202207793e-05,0.00758326025608589,1.90156710134235e-05,0.0036993571896008,8880,chr1,77944055,77979110,gene_body,"",FUBP1,0.4855926139827,0.373234254965942,0.112358359016758,hyper,TRUE,36,1,0.0320432576150311,15,41.6666666666667,unconfirmed,0.108861990836823,0.000437242305325742,0.0291977979185441,0.0988183420483951,0.0607204055891421,0.103050276844522,0.00127468754429263,0.0991455219562383,0.638150054836298,0.902832547777231,tube_robust_fdr,eope_nominal,deprioritized,-0.0179966167698549,1.68292052916862,6,3,-0.0203175500979823,1.49351939027139,2,0,genebody,-1,1
11016,0.000158909626783794,0.0109075198122376,9.20289265121298e-05,0.00855366190153655,8841,chr5,141620876,141636849,gene_body,"",HDAC3,0.378775466449254,0.266634904302742,0.112140562146512,hyper,TRUE,38,1,0.00278472370558025,17,44.7368421052632,unconfirmed,0.139451254158922,2.58501626983709e-05,0.0120562883329801,0.0333414247238418,0.624967851416329,0.111085793679294,0.00227047354961243,0.128361052633982,0.129951922998708,0.667396142912972,tube_robust_fdr,eope_nominal,deprioritized,-0.0664587184994811,1.97812332023286,6,1,-0.0333262238446175,1.76659620637406,2,0,genebody,-1,1
18867,0.000219649896302063,0.0134090456972359,0.00135007707293029,0.0397566174439231,124902508,chr10,114792371,114821669,gene_body,"",LOC124902508,0.531278939142989,0.411919070103928,0.119359869039061,hyper,TRUE,43,0,0.0959572997472673,18,41.8604651162791,unconfirmed,0.142428329685572,0.000367350585646826,0.0276378684159102,0.0377252709342177,0.606317375689552,0.102036097284836,0.00783450321418748,0.217632310684418,0.126971577649616,0.665392169504451,tube_robust_fdr,eope_nominal,deprioritized,,,,,,,,,genebody,-1,
21206,0.000229575027858993,0.0137534431923256,0.0231548292375381,0.195263868624485,51135,chr12,43758944,43798307,gene_body,"",IRAK4,0.475445884357903,0.366898294123145,0.108547590234758,hyper,TRUE,48,2,0.00295093295660509,31,64.5833333333333,unconfirmed,0.147099836343307,0.00126252171784029,0.0465162512016569,0.0355345999904875,0.654108241366874,0.0992371377291071,0.0113804779068398,0.255537480433027,0.241440741680711,0.728102750387973,tube_robust_fdr,eope_nominal,deprioritized,0.00620591158738264,1.17911353092937,6,4,-0.0281015100940831,1.64123148942726,2,0,genebody,-1,0
18201,0.000245047712723905,0.0142259921351811,0.000217171868892807,0.0136558288437608,56647,chr10,125823546,125853695,gene_body,"",BCCIP,0.45966651429358,0.314317131290654,0.145349383002927,hyper,TRUE,47,1,0.0445795339412361,12,25.531914893617,unconfirmed,0.16271983243627,0.000310334990046132,0.0260601376559428,0.109573394262422,0.112837879899805,0.140920314833159,0.000283933324815096,0.0530701805507072,0.415814391694933,0.817682407134029,tube_robust_fdr,eope_nominal,deprioritized,0.0136280729584841,1.3283906804638,6,3,-0.0152415792638249,1.30733193508979,2,1,genebody,-1,0
30739,0.000257698296744791,0.0146168192613724,0.000110779363717545,0.00937880659399419,105372255,chr19,6175873,6199572,gene_body,"",LOC105372255,0.521571000457406,0.414696679707795,0.106874320749611,hyper,TRUE,41,1,0.0237207039169573,9,21.9512195121951,unconfirmed,0.110969934873401,0.000322125416522903,0.0263236348861844,0.0810898783213656,0.131666975483639,0.101312329234373,0.00232886632750239,0.129902269231156,0.474507570518773,0.84358904005654,tube_robust_fdr,eope_nominal,deprioritized,,,,,,,,,genebody,-1,
62784,0.000259834654805271,0.0146541135926723,0.000201934633400351,0.0130486877773577,100616416,chr17,38823838,38827837,promoter_TSS2kb,"",MIR4727,0.467482329960914,0.359288415104605,0.10819391485631,hyper,TRUE,80,0,0.0704739906191814,32,40,unconfirmed,0.134079067780975,0.00010682309550212,0.0180526131256587,0.0144439482772893,0.687462891035322,0.118495338949612,0.00053157629857619,0.068148677874781,0.0226095445641101,0.628769843037646,tube_robust_fdr,eope_nominal,deprioritized,,,,,,,,,promoter,-1,
3405,0.000335532549034407,0.0168106403402526,0.000478686234667958,0.0219065838577316,105373210,chr1,234745771,234772742,gene_body,"",LOC105373210,0.54382143524834,0.428928203803929,0.114893231444411,hyper,TRUE,17,1,0.0463768115942029,10,58.8235294117647,unconfirmed,0.131832312136704,0.000398018938418311,0.0287517955103314,0.0474532424352661,0.382671256186601,0.143019671386562,0.000341306131903435,0.0573610480797248,0.243317505532188,0.729045545187748,tube_robust_fdr,eope_nominal,deprioritized,,,,,,,,,genebody,-1,
63788,0.000413104727296318,0.0190015977207821,0.000680962809773922,0.0266227492984151,100302211,chr17,48154512,48158511,promoter_TSS2kb,"",MIR1203,0.467144675053844,0.323263655549931,0.143881019503913,hyper,TRUE,17,0,0.157544465133969,9,52.9411764705882,unconfirmed,0.18717219895983,0.000615235586367564,0.0336589931416626,0.0226270175495281,0.65084712596175,0.127016000338405,0.0073940006864192,0.213371814215537,0.063611177774712,0.632184463901728,tube_robust_fdr,eope_nominal,deprioritized,0.0530906090063119,1.7780245914712,2,2,,,,,promoter,-1,0
26358,0.000436377534003693,0.0195110903773241,0.00262092594318486,0.0578045069507594,5432,chr16,57462660,57472009,gene_body,"",POLR2C,0.510639742228547,0.295079479894187,0.21556026233436,hyper,TRUE,1,0,1,0,0,unconfirmed,0.324822930370422,1.01947696023779e-05,0.0074373367707169,-0.053549995755878,0.666207587834332,0.226271833052183,0.00410094476518908,0.167861520670748,0.0112939321131268,0.628769843037646,tube_robust_fdr,eope_nominal,deprioritized,0.0488178244383657,1.79313898267011,6,5,0.0173658895982161,1.39646612068239,2,1,genebody,-1,0
2476,0.000455569857909585,0.020147535650768,4.5623672791967e-05,0.00571452126264863,199857,chr1,94974405,95072951,gene_body,"",ALG14,0.371222464835063,0.264811693959559,0.106410770875504,hyper,TRUE,40,0,0.0573586596469892,10,25,unconfirmed,0.108852339082293,0.000148533968970047,0.0199510264897829,0.0851477951190306,0.152723284055267,0.0790862416837151,0.00570374397479791,0.191892097557506,0.501665274014858,0.854909983679358,tube_robust_fdr,eope_nominal,deprioritized,-0.0206437096126379,1.50655165799852,6,3,-0.0335760887563947,1.780694993647,2,1,genebody,-1,1
19690,0.000740834977514409,0.026370120163126,0.000429215232133906,0.0206690163266168,8726,chr11,86201212,86279807,gene_body,"",EED,0.554963305122791,0.454515150135905,0.100448154986886,hyper,TRUE,87,0,0.107871028923661,28,32.183908045977,unconfirmed,0.104796578602108,0.000741698309722417,0.0367764568351057,0.0606349205059625,0.231770152764262,0.114118489485818,0.000855489145296012,0.0828127660073095,0.598342790670046,0.88870718533143,tube_robust_fdr,eope_nominal,deprioritized,0.014037277506182,1.33167179556234,4,3,0.018461177333095,1.42597173028433,1,1,genebody,-1,0
24986,0.000966136001869039,0.0304353644550889,0.000134857123014642,0.0104166091175027,55142,chr15,42548828,42569994,gene_body,"",HAUS2,0.517435534925376,0.4156654360362,0.101770098889175,hyper,TRUE,29,0,0.0863997267992829,7,24.1379310344828,unconfirmed,0.106170743009263,0.000619918324390465,0.0336589931416626,0.0771765666359943,0.132674879967174,0.0979661499980299,0.00198684007488346,0.122209883838199,0.641294571645292,0.904008736886965,tube_robust_fdr,eope_nominal,deprioritized,-0.10592258879692,1.95947275606966,6,2,-0.0434687333304085,1.70278418691926,2,1,genebody,-1,1
