region_id,p_limma,fdr_limma,p_wilcox,fdr_wilcox,gene_id,chr,start,end,type,reg_id,symbol,beta_pe,beta_ctrl,delta_beta,direction,candidate,n_tested,n_sig_nom,min_p,n_pos,agree_pct,validation
13934,6.44995663847339e-07,0.000725848351063156,3.74489129963055e-05,0.00514908475160481,57037,chr7,16599779,16645817,gene_body,"",ANKMY2,0.567091907208083,0.463018078014883,0.1040738291932,hyper,TRUE,46,2,0.0132530639623134,18,39.1304347826087,unconfirmed
46470,9.08041363036973e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,105374910,chr6,8100711,8104710,promoter_TSS2kb,"",LOC105374910,0.354595643320575,0.246981446125951,0.107614197194624,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed
46471,9.08041363036973e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,105374911,chr6,8100737,8104736,promoter_TSS2kb,"",LOC105374911,0.354595643320575,0.246981446125951,0.107614197194624,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed
47344,9.08041363036973e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,100526837,chr6,8100560,8104559,promoter_TSS2kb,"",EEF1E1-BLOC1S5,0.354595643320575,0.246981446125951,0.107614197194624,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed
47345,9.06117520316614e-07,0.000781629758287747,2.67873316518993e-05,0.00437374940998466,9521,chr6,8100549,8104548,promoter_TSS2kb,"",EEF1E1,0.354595643320575,0.246969890087658,0.107625753232917,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed
73424,9.15016565281361e-07,0.000781629758287747,2.50284030877759e-05,0.00429760006822683,,chr6,8100000,8103401,regbuild_promoter,ENSR00000192875,"",0.354121570568396,0.24657328846247,0.107548282105926,hyper,TRUE,56,0,0.22430804215696,22,39.2857142857143,unconfirmed
9733,2.12202687170966e-06,0.00122222064261274,8.85894285374e-06,0.0025920558074615,257396,chr5,53109816,53127673,gene_body,"",MOCS2-DT,0.495155518282738,0.382728388669278,0.11242712961346,hyper,TRUE,23,1,0.0143758740894812,9,39.1304347826087,unconfirmed
97752,2.899549091503e-06,0.00144283140779089,1.51300127013698e-05,0.00332813827427914,,chr17,29585000,29586201,regbuild_promoter,ENSR00000283003,"",0.44786595482051,0.250596566128445,0.197269388692065,hyper,TRUE,2,2,0.00338998022932691,2,100,direction_consistent
38086,3.18127237386821e-06,0.00151461218485492,2.00312060165686e-05,0.00383174545897121,8703,chr1,161175969,161179968,promoter_TSS2kb,"",B4GALT3,0.537326581402535,0.40935464085527,0.127971940547265,hyper,TRUE,59,0,0.0608785083950276,19,32.2033898305085,unconfirmed
22142,3.26289496312052e-06,0.00152996308180987,8.08988973406658e-06,0.00245543259032159,55716,chr12,49097136,49110900,gene_body,"",LMBR1L,0.407620190183241,0.288888031395113,0.118732158788129,hyper,TRUE,74,0,0.128924701305918,22,29.7297297297297,unconfirmed
31774,3.53015286795433e-06,0.00157302705120019,2.91324508142363e-05,0.00456312743503159,3929,chr20,38346482,38377013,gene_body,"",LBP,0.658759800440773,0.762746866664047,-0.103987066223274,hypo,TRUE,36,3,0.0193788819875776,12,66.6666666666667,unconfirmed
31975,4.25421679095858e-06,0.00172521359735634,5.91214325320276e-05,0.00658236612915183,6227,chr20,62387103,62388520,gene_body,"",RPS21,0.35707702869749,0.222129688403423,0.134947340294067,hyper,TRUE,50,0,0.0697908321599185,26,52,unconfirmed
2925,4.8074547720942e-06,0.00184112932811071,1.54240563649126e-05,0.00332813827427914,8703,chr1,161171310,161177968,gene_body,"",B4GALT3,0.609030507689132,0.469567254046454,0.139463253642678,hyper,TRUE,62,2,0.0422215370666406,19,30.6451612903226,unconfirmed
25460,6.20279292681166e-06,0.00208902569486781,5.08648786556876e-06,0.00208337930580798,100505648,chr15,40686161,40695128,gene_body,"",RAD51-AS1,0.409115639692107,0.296105878165241,0.113009761526867,hyper,TRUE,38,0,0.150135306474415,11,28.9473684210526,unconfirmed
36931,6.19109780031119e-06,0.00208902569486781,0.00239164942934988,0.0548551615523501,101928626,chr1,629151,633150,promoter_TSS2kb,"",LOC101928626,0.568884477004213,0.359256129313273,0.20962834769094,hyper,TRUE,2,2,0.000611762928474535,2,100,direction_consistent
13097,7.04846247440015e-06,0.00229417619608393,0.000147835289330489,0.01095551903408,124901600,chr7,22854254,22892869,gene_body,"",LOC124901600,0.527439735409744,0.412573607921652,0.114866127488091,hyper,TRUE,82,4,0.0149889890219725,46,56.0975609756098,unconfirmed
66761,7.51830065285084e-06,0.00237299612420359,6.48561182586669e-06,0.00224838641629619,128710,chr20,10433305,10437304,promoter_TSS2kb,"",SLX4IP,0.555512821450517,0.442170657301631,0.113342164148886,hyper,TRUE,78,0,0.0653761333006616,21,26.9230769230769,unconfirmed
104782,9.61126659513353e-06,0.00271445918494528,6.00865114548377e-05,0.00666951159316914,,chr10,68330000,68337201,regbuild_promoter,ENSR00000029152,"",0.328438819020499,0.227488612193586,0.100950206826913,hyper,TRUE,69,0,0.200712382385656,14,20.2898550724638,unconfirmed
20971,9.90747318218146e-06,0.00274536533160219,1.90156710134235e-05,0.0036993571896008,84318,chr12,389273,442642,gene_body,"",CCDC77,0.571595455608356,0.462285360915815,0.10931009469254,hyper,TRUE,76,3,0.00838207401434028,25,32.8947368421053,unconfirmed
52982,9.87532705239368e-06,0.00274536533160219,6.00865114548377e-05,0.00666951159316914,3189,chr10,68329174,68333173,promoter_TSS2kb,"",HNRNPH3,0.328341145913296,0.227522260688553,0.100818885224743,hyper,TRUE,69,0,0.200712382385656,14,20.2898550724638,unconfirmed
24387,1.34047352754116e-05,0.00322542623659806,4.45672625939936e-06,0.00191765066130908,2287,chr14,45115599,45135319,gene_body,"",FKBP3,0.512935543493713,0.389316788925614,0.123618754568099,hyper,TRUE,30,0,0.0956149416863411,13,43.3333333333333,unconfirmed
51775,1.55254183958695e-05,0.00349385675655396,0.000343764596000495,0.0182215164262639,8021,chr9,131123573,131127572,promoter_TSS2kb,"",NUP214,0.431055874473882,0.319594994358798,0.111460880115084,hyper,TRUE,45,0,0.0536159401749611,16,35.5555555555556,unconfirmed
26198,1.60019618259925e-05,0.0035150495605036,0.000131559155977401,0.0102964566458071,101928595,chr16,30096363,30105193,gene_body,"",YPEL3-DT,0.39899224984504,0.269262458916287,0.129729790928752,hyper,TRUE,67,1,0.00139151986514566,17,25.3731343283582,unconfirmed
1769,1.73168257062065e-05,0.00370377534139646,0.00158563720270632,0.0436038308660008,81399,chr1,586945,727211,gene_body,"",OR4F16,0.608629761903171,0.400299904976142,0.20832985692703,hyper,TRUE,4,2,0.000611762928474535,3,75,direction_consistent
73693,1.85050741145094e-05,0.0038564363570602,2.86611399834766e-05,0.00451832988687791,,chr2,121754400,121757601,regbuild_promoter,ENSR00000122680,"",0.274906332652344,0.171493024146853,0.103413308505491,hyper,TRUE,65,0,0.0552120201249725,22,33.8461538461539,unconfirmed
70418,1.96198180376863e-05,0.0040088001391639,5.19660746690249e-05,0.00613099101595135,,chr11,27505200,27508001,regbuild_promoter,ENSR00000038166,"",0.586329276992639,0.396975809685014,0.189353467307625,hyper,TRUE,37,0,0.0619451071897831,11,29.7297297297297,unconfirmed
36496,2.55842093765326e-05,0.00456787628876373,3.54363094191798e-06,0.00172806344092944,26092,chr1,179880042,179884041,promoter_TSS2kb,"",TOR1AIP1,0.257387074135619,0.136104494825604,0.121282579310014,hyper,TRUE,62,1,0.0332093814518729,21,33.8709677419355,unconfirmed
81182,2.66719130055112e-05,0.00462321585906904,3.82639864174293e-06,0.00179418851183469,,chr1,179880600,179884801,regbuild_promoter,ENSR00000016492,"",0.257219181834817,0.136220911946198,0.120998269888619,hyper,TRUE,62,1,0.0332093814518729,21,33.8709677419355,unconfirmed
41612,2.96122126073593e-05,0.00473976833217312,6.2005398127285e-05,0.0067905094223034,84319,chr3,99815837,99819836,promoter_TSS2kb,"",CMSS1,0.470026946912275,0.356143863033347,0.113883083878928,hyper,TRUE,53,1,0.00939077573675169,13,24.5283018867925,unconfirmed
41613,2.96122126073593e-05,0.00473976833217312,6.2005398127285e-05,0.0067905094223034,105374010,chr3,99815912,99819911,promoter_TSS2kb,"",LOC105374010,0.470026946912275,0.356143863033347,0.113883083878928,hyper,TRUE,53,1,0.00939077573675169,13,24.5283018867925,unconfirmed
61757,3.78437033077758e-05,0.00539608422915631,6.30332462643409e-05,0.0067905094223034,100287036,chr16,89318452,89322451,promoter_TSS2kb,"",LOC100287036,0.389530274135142,0.552037541569498,-0.162507267434356,hypo,TRUE,20,1,0.0148386574790339,7,65,unconfirmed
547,3.96461878236427e-05,0.00549692887447078,2.06479504453452e-05,0.00387270840814387,105378724,chr1,53183346,53191509,gene_body,"",LOC105378724,0.579958825953237,0.804682426948052,-0.224723600994815,hypo,TRUE,1,0,0.229593139937968,0,100,direction_consistent
95458,4.1390193678605e-05,0.00556545935147537,0.00141921292781899,0.0409355627934162,,chr16,70687600,70691201,regbuild_promoter,ENSR00000541255,"",0.38123447875417,0.531100884653006,-0.149866405898836,hypo,TRUE,22,0,0.102512091300544,10,54.5454545454546,unconfirmed
42116,4.474518342836e-05,0.00580322815144978,0.000358502927018856,0.0185327011346822,100507297,chr3,194581991,194585990,promoter_TSS2kb,"",TMEM44-AS1,0.433030167086618,0.329130351546552,0.103899815540066,hyper,TRUE,85,1,0.00961476416380956,34,40,unconfirmed
49802,4.7863429750583e-05,0.00600534161131329,0.00141921292781899,0.0409355627934162,100500835,chr7,151431640,151435639,promoter_TSS2kb,"",MIR3907,0.439082177674522,0.55334471626515,-0.114262538590628,hypo,TRUE,47,3,0.0252831737896183,20,57.4468085106383,unconfirmed
1293,5.1031194355691e-05,0.00627366353736148,6.10987527749352e-06,0.00224838641629619,51603,chr1,171781660,171814023,gene_body,"",METTL13,0.282166823018323,0.181287938389362,0.100878884628961,hyper,TRUE,27,0,0.0994660928763425,12,44.4444444444444,unconfirmed
66708,5.23515997305966e-05,0.00631343034333034,0.000156907924974803,0.0113156147706564,122152330,chr20,2662352,2666351,promoter_TSS2kb,"",IDH3B-DT,0.482599612983733,0.370613811582045,0.111985801401688,hyper,TRUE,72,0,0.0605577412652071,27,37.5,unconfirmed
67222,5.26493206845233e-05,0.00631343034333034,0.000156907924974803,0.0113156147706564,3420,chr20,2662220,2666219,promoter_TSS2kb,"",IDH3B,0.482656923148798,0.370528045866373,0.112128877282425,hyper,TRUE,72,0,0.0605577412652071,27,37.5,unconfirmed
21412,5.28216683138005e-05,0.00632373059544661,3.27813719586837e-05,0.00477667688452947,9194,chr12,59596029,59789855,gene_body,"",SLC16A7,0.542371295331889,0.437632579598791,0.104738715733098,hyper,TRUE,80,0,0.180742776262361,29,36.25,unconfirmed
106528,5.4532064350541e-05,0.00642336786330656,0.000125184275306572,0.00996406895552243,,chr3,49899800,49904601,regbuild_promoter,ENSR00000152282,"",0.548314520592544,0.446374729917087,0.101939790675457,hyper,TRUE,118,0,0.0544463772689721,51,43.2203389830509,unconfirmed
87303,6.0286928876012e-05,0.00669175762279595,0.000384266728225555,0.0194521402326941,,chr21,41681400,41681601,regbuild_promoter,ENSR00000663719,"",0.223972273714773,0.399025253782013,-0.17505298006724,hypo,TRUE,11,1,0.0146275804305038,3,72.7272727272727,direction_consistent
67054,6.1508691518411e-05,0.00675561226304614,0.000720385718414667,0.0273513622896054,693230,chr20,50583786,50587785,promoter_TSS2kb,"",MIR645,0.729006491075249,0.85006653471727,-0.121060043642021,hypo,TRUE,3,1,0.0277883036503726,0,100,direction_consistent
54354,6.17973085277696e-05,0.006755848554343,0.000159335637526331,0.0113156147706564,497258,chr11,27504808,27508807,promoter_TSS2kb,"",BDNF-AS,0.583802021427798,0.471433225656836,0.112368795770962,hyper,TRUE,51,0,0.0619451071897831,16,31.3725490196078,unconfirmed
55383,6.17973085277696e-05,0.006755848554343,0.000159335637526331,0.0113156147706564,55327,chr11,27504770,27508769,promoter_TSS2kb,"",LIN7C,0.583802021427798,0.471433225656836,0.112368795770962,hyper,TRUE,51,0,0.0619451071897831,16,31.3725490196078,unconfirmed
27908,6.5326783827902e-05,0.00695563840384771,4.5623672791967e-05,0.00571452126264863,25926,chr17,67717931,67744531,gene_body,"",NOL11,0.384691095521113,0.272850799982484,0.111840295538629,hyper,TRUE,32,0,0.275430929998719,13,40.625,unconfirmed
12268,7.10750171852498e-05,0.00729413571255973,0.00233641562911001,0.0538810807932635,6568,chr6,25723397,25832052,gene_body,"",SLC17A1,0.50801333147187,0.626567482844719,-0.118554151372849,hypo,TRUE,25,0,0.0516869300911854,9,64,unconfirmed
2387,7.63556202207793e-05,0.00758326025608589,1.90156710134235e-05,0.0036993571896008,8880,chr1,77944055,77979110,gene_body,"",FUBP1,0.4855926139827,0.373234254965942,0.112358359016758,hyper,TRUE,36,1,0.0320432576150311,15,41.6666666666667,unconfirmed
98401,8.16106089870137e-05,0.00785480635023957,0.000182178389750209,0.012338874864304,,chr2,121735000,121738001,regbuild_promoter,ENSR00000122679,"",0.317195776332167,0.214483221855875,0.102712554476292,hyper,TRUE,114,0,0.0519670440847376,39,34.2105263157895,unconfirmed
83412,8.44265654069211e-05,0.00805167458459643,0.00150729825038011,0.0425041836618367,,chr1,32765200,32767201,regbuild_promoter,ENSR00000353120,"",0.479825005437397,0.627737630877249,-0.147912625439852,hypo,TRUE,25,3,0.0108047180650697,14,44,unconfirmed
2887,9.2079060916382e-05,0.00836953822611124,0.000118676114814414,0.00967772625021714,124904433,chr1,159346166,159469068,gene_body,"",LOC124904433,0.576555015939039,0.725635191471663,-0.149080175532624,hypo,TRUE,25,0,0.0529586658618917,10,60,unconfirmed
22387,9.55116214715362e-05,0.0085919424908951,0.00217405621894245,0.0518368264285792,105369860,chr12,78303353,78359746,gene_body,"",LINC02424,0.304127246859987,0.421877555382621,-0.117750308522635,hypo,TRUE,5,0,0.10852401758942,1,80,direction_consistent
8537,0.000101020362965104,0.00874489646174134,3.50427398944561e-05,0.00497729385980519,5393,chr4,121801318,121817021,gene_body,"",EXOSC9,0.679668996235366,0.575519008184997,0.104149988050369,hyper,TRUE,19,0,0.24192260646015,7,36.8421052631579,unconfirmed
102983,0.000101715486617694,0.00879466242920934,0.000343752135047153,0.0182215164262639,,chr17,76132400,76133001,regbuild_promoter,ENSR00000564625,"",0.509038101351409,0.609090778932713,-0.100052677581304,hypo,TRUE,25,2,0.00356409297095115,6,76,direction_consistent
22275,0.000106183910500748,0.00896555912327866,0.000417525615673027,0.0204461633224356,4640,chr12,57028517,57051198,gene_body,"",MYO1A,0.62267768577298,0.778761471288737,-0.156083785515757,hypo,TRUE,18,0,0.0625383432487695,5,72.2222222222222,direction_consistent
2861,0.000121827564318888,0.00954115918072595,0.000557136780467745,0.0237768035108837,105371456,chr1,157225321,157279507,gene_body,"",LOC105371456,0.423024602884616,0.306386854952701,0.116637747931916,hyper,TRUE,39,23,8.55834514807974e-05,35,89.7435897435897,site_confirmed
93132,0.00013360666617588,0.00999290431230392,0.00117473465325874,0.0370705308095643,,chr18,77014000,77014401,regbuild_promoter,ENSR00001020371,"",0.234575080954579,0.370885317054628,-0.136310236100049,hypo,TRUE,8,0,0.132102459791247,1,87.5,direction_consistent
100469,0.000137737843570399,0.0101327954574322,2.45154573217388e-05,0.00429760006822683,,chr3,4830600,4831801,regbuild_promoter,ENSR00000675954,"",0.284817668378476,0.150505022989511,0.134312645388964,hyper,TRUE,6,2,0.000187522314790023,4,66.6666666666667,unconfirmed
3554,0.000139207522111116,0.010192944772156,0.00017676496653433,0.0121893301410328,124907734,chr2,11371440,11386310,gene_body,"",LOC124907734,0.391104812306524,0.569542709066301,-0.178437896759777,hypo,TRUE,9,0,0.405624069050799,2,77.7777777777778,direction_consistent
1165,0.000140764822548402,0.0102283559115104,0.000728018570266607,0.0273513622896054,105371455,chr1,157273701,157283968,gene_body,"",LINC02772,0.419884262436059,0.304141840642877,0.115742421793182,hyper,TRUE,40,22,8.55834514807974e-05,36,90,site_confirmed
56107,0.000140788896785393,0.0102283559115104,0.000358502927018856,0.0185327011346822,4798,chr11,129893591,129897590,promoter_TSS2kb,"",NFRKB,0.359982342292133,0.258398344870198,0.101583997421935,hyper,TRUE,80,0,0.055943131969769,21,26.25,unconfirmed
27720,0.000144496508219348,0.0103725520934533,0.00355200102886655,0.0685364735583039,79089,chr17,44186970,44191929,gene_body,"",TMUB2,0.499687950950878,0.37986349175602,0.119824459194859,hyper,TRUE,36,0,0.0543312274641151,8,22.2222222222222,unconfirmed
74671,0.00014564716066938,0.0104244603802777,0.000115949812137028,0.00961519954098399,,chrX,131802600,131803601,regbuild_promoter,ENSR00001293939,"",0.293410174799774,0.192164573062414,0.101245601737361,hyper,TRUE,6,4,0.00024956751982641,4,66.6666666666667,unconfirmed
38022,0.000150753340593193,0.0106404608280602,0.000767471373280522,0.0283387158065238,105371456,chr1,157277508,157281507,promoter_TSS2kb,"",LOC105371456,0.417767370581633,0.301258158295944,0.116509212285689,hyper,TRUE,38,21,8.55834514807974e-05,34,89.4736842105263,site_confirmed
11016,0.000158909626783794,0.0109075198122376,9.20289265121298e-05,0.00855366190153655,8841,chr5,141620876,141636849,gene_body,"",HDAC3,0.378775466449254,0.266634904302742,0.112140562146512,hyper,TRUE,38,1,0.00278472370558025,17,44.7368421052632,unconfirmed
87376,0.000160499063566208,0.0109823999080833,0.00331243583967678,0.0661919660933566,,chr17,78365200,78365801,regbuild_promoter,ENSR00000565426,"",0.789487186533022,0.668520385446465,0.120966801086557,hyper,TRUE,11,2,0.0236046587711836,11,100,direction_consistent
45289,0.00017754954731155,0.0116062504796651,0.000190396743282986,0.0126266010676916,55374,chr5,140637435,140641434,promoter_TSS2kb,"",TMCO6,0.389973009340166,0.282730227503277,0.107242781836889,hyper,TRUE,51,1,0.0124168905286923,18,35.2941176470588,unconfirmed
30748,0.000178783876964508,0.0116765027073213,0.00188627169472154,0.0481051974791881,284427,chr19,6426037,6433779,gene_body,"",SLC25A41,0.346856739514415,0.454944593712102,-0.108087854197687,hypo,TRUE,8,0,0.242424242424242,3,62.5,unconfirmed
2482,0.000180266730288836,0.0117384810917158,0.000250959052143426,0.0152422817773359,101928241,chr1,96254069,96374125,gene_body,"",LINC01787,0.456382509382742,0.606837290124092,-0.15045478074135,hypo,TRUE,26,0,0.0587412587412588,7,73.0769230769231,direction_consistent
99751,0.000202557213772385,0.0127509940387457,0.000338896898850882,0.0180157197362968,,chr9,33287600,33292001,regbuild_promoter,ENSR00000234379,"",0.484109944967459,0.373352658868952,0.110757286098507,hyper,TRUE,37,0,0.111909039595559,14,37.8378378378378,unconfirmed
1211,0.000208216319589535,0.0129622190173066,0.01772055738316,0.168340692397843,4817,chr1,161118086,161125445,gene_body,"",NIT1,0.375040511200763,0.264917869519466,0.110122641681297,hyper,TRUE,18,2,0.0183373790137223,8,44.4444444444444,unconfirmed
54793,0.00021628283005961,0.0132932299565676,0.0023576518435322,0.0543173282049429,80227,chr11,73874699,73878698,promoter_TSS2kb,"",PAAF1,0.266355192134509,0.1067501832812,0.159605008853309,hyper,TRUE,7,0,0.609161976235147,3,42.8571428571429,unconfirmed
18867,0.000219649896302063,0.0134090456972359,0.00135007707293029,0.0397566174439231,124902508,chr10,114792371,114821669,gene_body,"",LOC124902508,0.531278939142989,0.411919070103928,0.119359869039061,hyper,TRUE,43,0,0.0959572997472673,18,41.8604651162791,unconfirmed
89961,0.000225272195335747,0.0136058726372228,0.000269933370508677,0.0157708356117961,,chr5,140638600,140640801,regbuild_promoter,ENSR00000187812,"",0.38762292193565,0.281746642025892,0.105876279909758,hyper,TRUE,51,1,0.0124168905286923,18,35.2941176470588,unconfirmed
21206,0.000229575027858993,0.0137534431923256,0.0231548292375381,0.195263868624485,51135,chr12,43758944,43798307,gene_body,"",IRAK4,0.475445884357903,0.366898294123145,0.108547590234758,hyper,TRUE,48,2,0.00295093295660509,31,64.5833333333333,unconfirmed
8983,0.000236045574809202,0.0139694673997925,0.00265942950778327,0.0578045069507594,7294,chr4,48063158,48134250,gene_body,"",TXK,0.47403640625253,0.591040441995482,-0.117004035742952,hypo,TRUE,33,2,0.0457380457380456,17,48.4848484848485,unconfirmed
81213,0.000242503527539476,0.0141682492272025,0.000439413740550343,0.0210382341231267,,chr17,50943200,50945401,regbuild_promoter,ENSR00000558449,"",0.245429635046098,0.124498707618157,0.120930927427941,hyper,TRUE,21,1,0.00904977375565608,8,38.0952380952381,unconfirmed
18201,0.000245047712723905,0.0142259921351811,0.000217171868892807,0.0136558288437608,56647,chr10,125823546,125853695,gene_body,"",BCCIP,0.45966651429358,0.314317131290654,0.145349383002927,hyper,TRUE,47,1,0.0445795339412361,12,25.531914893617,unconfirmed
30739,0.000257698296744791,0.0146168192613724,0.000110779363717545,0.00937880659399419,105372255,chr19,6175873,6199572,gene_body,"",LOC105372255,0.521571000457406,0.414696679707795,0.106874320749611,hyper,TRUE,41,1,0.0237207039169573,9,21.9512195121951,unconfirmed
62784,0.000259834654805271,0.0146541135926723,0.000201934633400351,0.0130486877773577,100616416,chr17,38823838,38827837,promoter_TSS2kb,"",MIR4727,0.467482329960914,0.359288415104605,0.10819391485631,hyper,TRUE,80,0,0.0704739906191814,32,40,unconfirmed
105670,0.000291130937056907,0.015593065050186,0.00262910317292153,0.0578045069507594,,chr5,138211800,138214600,regbuild_promoter,ENSR00000187464,"",0.449540956926018,0.344893671788277,0.104647285137741,hyper,TRUE,28,0,0.347436534775084,9,32.1428571428572,unconfirmed
66253,0.000299588322367846,0.0157689528627871,0.00347087662782686,0.0678760591420747,339324,chr19,36526272,36530271,promoter_TSS2kb,"",ZNF260,0.627537129368946,0.524628909199105,0.102908220169841,hyper,TRUE,76,2,0.00232076680480429,18,23.6842105263158,unconfirmed
87114,0.000306233128312118,0.0159408094174829,0.000182172546759229,0.012338874864304,,chr17,38823800,38826201,regbuild_promoter,ENSR00000093818,"",0.449870619299162,0.335756789346641,0.114113829952521,hyper,TRUE,74,0,0.0704739906191814,31,41.8918918918919,unconfirmed
10080,0.000309881300036563,0.0159966106810688,0.00191510521249265,0.048322220104661,107986453,chr5,135821706,135826584,gene_body,"",LOC107986453,0.693448231371251,0.80900900189537,-0.11556077052412,hypo,TRUE,7,0,0.0585304681381243,1,85.7142857142857,direction_consistent
66651,0.00032666018288309,0.0165474647212827,0.0020002402990716,0.0494302626339491,147687,chr19,57914611,57918610,promoter_TSS2kb,"",ZNF417,0.359978845565629,0.233706429569891,0.126272415995738,hyper,TRUE,58,1,0.0350097165492967,25,43.1034482758621,unconfirmed
66523,0.000331802519639864,0.0166804540820598,0.00120115589654515,0.0374448837629821,390956,chr19,50925572,50929571,promoter_TSS2kb,"",PPIAP59,0.76918294637563,0.87399956173679,-0.104816615361161,hypo,TRUE,7,1,0.0420330452863421,0,100,direction_consistent
3405,0.000335532549034407,0.0168106403402526,0.000478686234667958,0.0219065838577316,105373210,chr1,234745771,234772742,gene_body,"",LOC105373210,0.54382143524834,0.428928203803929,0.114893231444411,hyper,TRUE,17,1,0.0463768115942029,10,58.8235294117647,unconfirmed
100550,0.000338510684509944,0.0168904362554798,0.00209883593077006,0.050601730607768,,chr19,57915000,57917601,regbuild_promoter,ENSR00000111837,"",0.358971128691945,0.232033121526525,0.126938007165419,hyper,TRUE,58,1,0.0350097165492967,25,43.1034482758621,unconfirmed
612,0.0004040032792345,0.0188109687265724,0.00239200879322487,0.0548551615523501,148581,chr1,64203623,64267368,gene_body,"",UBE2U,0.469657741345087,0.57272811549274,-0.103070374147653,hypo,TRUE,31,1,0.0408348396261028,16,48.3870967741936,unconfirmed
71427,0.000410177000225697,0.0189776263203727,0.000514725086898776,0.0229720016207881,,chr1,43932001,43932201,regbuild_promoter,ENSR00000005676,"",0.660753167077914,0.807741408226434,-0.14698824114852,hypo,TRUE,3,0,0.287908961593172,1,66.6666666666667,unconfirmed
63788,0.000413104727296318,0.0190015977207821,0.000680962809773922,0.0266227492984151,100302211,chr17,48154512,48158511,promoter_TSS2kb,"",MIR1203,0.467144675053844,0.323263655549931,0.143881019503913,hyper,TRUE,17,0,0.157544465133969,9,52.9411764705882,unconfirmed
61928,0.000427679965089176,0.0193259849767909,0.00811519736470743,0.108867909232129,105447648,chr16,14368336,14372335,promoter_TSS2kb,"",LINC02130,0.383358660324866,0.494032875676035,-0.110674215351169,hypo,TRUE,22,2,0.0225945494994438,5,77.2727272727273,direction_consistent
