region_id,delta_beta_orig,direction_orig,candidate_orig,p_edta,fdr_edta,delta_beta_edta,p_pax,fdr_pax,delta_beta_pax,p_eope,fdr_eope,delta_beta_eope,p_inter,fdr_inter,chr,start,end,type,symbol,sens_flag,eo_flag
2861,0.116637747931916,hyper,TRUE,0.000186017272890317,0.021354825373013,0.165703307445207,0.763641226716593,0.950488548230286,0.0189263642871582,0.00141083077744887,0.104731399152372,0.128877398120353,0.0818284423486688,0.638186032192507,chr1,157225321,157279507,gene_body,LOC105371456,tube_robust_fdr,eope_nominal
2887,-0.149080175532624,hypo,TRUE,0.0523050078201729,0.289977194427999,-0.0875042618493449,0.000352058212128854,0.127628538081029,-0.253559473427187,0.00168820857713136,0.114319181365839,-0.152019917833617,0.0565736998165904,0.629965369916096,chr1,159346166,159469068,gene_body,LOC124904433,direction_only,eope_nominal
2925,0.139463253642678,hyper,TRUE,0.00653407828478391,0.100531208222896,0.104379285636974,0.000248646065542407,0.114666746647928,0.202158143333705,0.00027515100411803,0.0520931238261601,0.141353186353096,0.357914437440269,0.790418731256434,chr1,161171310,161177968,gene_body,B4GALT3,tube_robust_nominal,eope_nominal
3260,0.138973914375161,hyper,TRUE,0.0534502328555078,0.293093355759165,0.10571943634577,9.78133339698224e-05,0.0962696080405504,0.210987393322816,0.0349279073532912,0.390707304407373,0.105462039255932,0.645678706959246,0.904939672443194,chr1,218894466,219173961,gene_body,LYPLAL1-DT,direction_only,eope_nominal
3405,0.114893231444411,hyper,TRUE,0.000398018938418311,0.0287517955103314,0.131832312136704,0.382671256186601,0.87413743821908,0.0474532424352661,0.000341306131903435,0.0573610480797248,0.143019671386562,0.243317505532188,0.729045545187748,chr1,234745771,234772742,gene_body,LOC105373210,tube_robust_fdr,eope_nominal
3554,-0.178437896759777,hypo,TRUE,0.0266994817801452,0.208000743113369,-0.131894367277721,0.000836412020428638,0.1573533053567,-0.274646286287908,0.000863011076781169,0.0828127660073095,-0.197549249887178,0.145843400888452,0.675456064846683,chr2,11371440,11386310,gene_body,LOC124907734,tube_robust_nominal,eope_nominal
5447,0.1128286524489,hyper,TRUE,0.000170782538414551,0.020561436267093,0.108182661552551,0.0406384901109481,0.504146871598629,0.0905813473652323,2.17474431928867e-05,0.0173197110358654,0.128280554639954,0.668179514484506,0.911848568599703,chr2,127298668,127388465,gene_body,MAP3K2,tube_robust_fdr,eope_fdr
5890,-0.105760250499749,hypo,TRUE,0.128856128233948,0.452651702108302,-0.0688676566779787,0.00541467660785455,0.264834055688876,-0.190276131847666,0.00197096476708617,0.121865500016571,-0.133483766179186,0.193011467136241,0.701984331162968,chr2,230520594,230589562,gene_body,LOC112268431,direction_only,eope_nominal
5909,-0.10838558963307,hypo,TRUE,0.116556493691086,0.431297888101846,-0.0689490635551719,0.0101430809253367,0.321014981730206,-0.184758712615058,0.00281526483200048,0.142444896342745,-0.137546592278692,0.242492350499292,0.728756701258795,chr2,232543883,232550557,gene_body,TIGD1,direction_only,eope_nominal
6569,0.101570779316303,hyper,TRUE,3.09379396054059e-08,0.00113978463300276,0.115773489013494,0.175676585922479,0.761147780103126,0.0529411363179211,1.48835067334172e-05,0.0156028080752061,0.0978458886370647,0.0141658814363369,0.628769843037646,chr3,122514961,122518172,gene_body,LOC107984000,tube_robust_fdr,eope_fdr
6660,0.117265139826185,hyper,TRUE,2.387027695727e-08,0.00113978463300276,0.147320110122463,0.383437196235759,0.874229276457617,0.0337248490453572,1.83619079564501e-06,0.00734711148624431,0.122566266547712,0.047319049562411,0.628769843037646,chr3,133661926,133671344,gene_body,LOC124909487,tube_robust_fdr,eope_fdr
8537,0.104149988050369,hyper,TRUE,0.00361016361175532,0.0751630852048312,0.08909575090997,0.000118131695220614,0.0962696080405504,0.12323270330623,0.000715039000166439,0.0749502038672315,0.103596434695097,0.543225593529816,0.871449696423729,chr4,121801318,121817021,gene_body,EXOSC9,tube_robust_nominal,eope_nominal
8983,-0.117004035742952,hypo,TRUE,0.103664973078495,0.407590317308949,-0.0708194612391536,0.00204428751599226,0.201030889515424,-0.231230948440026,0.00677275256465126,0.206297452081447,-0.112874207032905,0.100453445502366,0.649684454725933,chr4,48063158,48134250,gene_body,TXK,direction_only,eope_nominal
9563,-0.106859617002904,hypo,TRUE,0.0313847067698258,0.225710888342744,-0.0785041888253417,0.00222768043304297,0.203385439723746,-0.161479085419509,0.0124352585445946,0.264322297158079,-0.0915996793105129,0.344254243947171,0.784003836412674,chr5,2266857,2278497,gene_body,LOC124901166,tube_robust_nominal,eope_nominal
9733,0.11242712961346,hyper,TRUE,0.000142927577834613,0.0199396843234939,0.123592556297655,0.00974030489617146,0.317659745197639,0.076687775222325,1.59709373873888e-05,0.0160297891977615,0.115014385702669,0.586041968380883,0.885506911801712,chr5,53109816,53127673,gene_body,MOCS2-DT,tube_robust_fdr,eope_fdr
10016,-0.110365790332844,hypo,TRUE,0.0317295412643109,0.226666728131067,-0.0477340209775061,0.00544362772486953,0.264834055688876,-0.213971056196095,0.000309511014157198,0.0550059292627469,-0.137210764124462,0.0102975111057482,0.628769843037646,chr5,125358095,125602227,gene_body,LINC02240,tube_robust_nominal,eope_nominal
10080,-0.11556077052412,hypo,TRUE,0.0022001307374961,0.0603087920387601,-0.116955112532289,0.146996085429093,0.727016941838737,-0.0985295610592468,0.00105792371834777,0.0917713280251545,-0.114457318238418,0.611477622108099,0.893572302927712,chr5,135821706,135826584,gene_body,LOC107986453,tube_robust_nominal,eope_nominal
11016,0.112140562146512,hyper,TRUE,2.58501626983709e-05,0.0120562883329801,0.139451254158922,0.624967851416329,0.923748954852645,0.0333414247238418,0.00227047354961243,0.128361052633982,0.111085793679294,0.129951922998708,0.667396142912972,chr5,141620876,141636849,gene_body,HDAC3,tube_robust_fdr,eope_nominal
12122,0.125698536680276,hyper,TRUE,0.161927649257874,0.504296591259929,0.0611605593248892,0.00210207417870926,0.201241483950505,0.253869177143381,4.40749310364329e-05,0.0252291103289719,0.166689397216064,0.0233440991528981,0.628769843037646,chr6,170438362,170441020,gene_body,LOC107986676,direction_only,eope_fdr
12268,-0.118554151372849,hypo,TRUE,0.0303709098320455,0.221607187388075,-0.0987790705653676,0.0510382084573248,0.535300477542823,-0.152330993972199,0.00033347737779867,0.0565591527637287,-0.161005002214508,0.576550298653732,0.883162344987031,chr6,25723397,25832052,gene_body,SLC17A1,tube_robust_nominal,eope_nominal
12522,-0.137220945624369,hypo,TRUE,0.0499634485174922,0.282663299575081,-0.0978947891198401,0.0345165437345121,0.476920713540221,-0.172192003719809,0.005641961726245,0.190758318042626,-0.158233759893722,0.314061310911309,0.768502079557078,chr6,53978549,54079726,gene_body,MLIP-AS1,tube_robust_nominal,eope_nominal
13097,0.114866127488091,hyper,TRUE,0.00973405032787363,0.123149776143267,0.0855836839416259,0.00291056237915474,0.219619173993861,0.16658474107046,0.00147160977237344,0.10669685973144,0.102224297585773,0.317603825554605,0.770776991536026,chr7,22854254,22892869,gene_body,LOC124901600,tube_robust_nominal,eope_nominal
13179,0.15534743442325,hyper,TRUE,0.0177728458940703,0.169191063458255,0.131145128543281,0.0110565715938743,0.329445926752704,0.239779884251934,0.00851851145552385,0.224790284634411,0.133169022841348,0.275500422032522,0.748210621178991,chr7,35313775,35377073,gene_body,LOC401324,tube_robust_nominal,eope_nominal
13180,0.18658174187493,hyper,TRUE,0.00628370624403867,0.098670771238507,0.167097614878179,0.0231628347390217,0.423530726590995,0.252948964648973,0.00344896402518985,0.157566198806699,0.162609462121301,0.401985965516029,0.811720625720042,chr7,35352291,35387339,gene_body,LOC105375230,tube_robust_nominal,eope_nominal
13497,-0.131901236749955,hypo,TRUE,0.057487325165477,0.304282553661676,-0.0702168447519822,0.00843545832122948,0.305645231228873,-0.246288305532003,0.0103996756232337,0.244348192606056,-0.13329843882121,0.0746235857662744,0.634820920562073,chr7,100307702,100322372,gene_body,SPDYE3,direction_only,eope_nominal
13934,0.1040738291932,hyper,TRUE,1.88146382916119e-05,0.0104509161850904,0.124162761508527,0.362632178600023,0.870777774135228,0.0567649362587376,6.92555126663002e-06,0.012376297945237,0.119637825103512,0.553094013762131,0.876049563004468,chr7,16599779,16645817,gene_body,ANKMY2,tube_robust_fdr,eope_fdr
14324,-0.102027475482249,hypo,TRUE,0.0516187992090647,0.287872870369536,-0.0878868376335379,0.0129230578848152,0.349882339882205,-0.137691159219889,0.00400289965162991,0.166901688493827,-0.121052259791365,0.471555091242551,0.842767963561839,chr7,95297676,95324532,gene_body,PON1,direction_only,eope_nominal
16058,-0.117627153515771,hypo,TRUE,0.0602822608458988,0.312093700368713,-0.0951052414578593,0.0189449815994704,0.3980789928949,-0.193697095936977,0.00507486049989514,0.183604042632988,-0.124707910120168,0.235829944938739,0.725827571009143,chr9,22640681,22824213,gene_body,LINC01239,direction_only,eope_nominal
16074,0.118950376760145,hyper,TRUE,3.46965956166441e-05,0.0132818489105261,0.119259735638394,0.0276968392043229,0.444059940863623,0.0893513858905148,4.30148502950966e-06,0.00984892208209824,0.130546326287375,0.965851212842921,0.991037670847311,chr9,32551144,32568621,gene_body,TZMP1,tube_robust_fdr,eope_fdr
16641,-0.14146325323454,hypo,TRUE,0.0826119458484197,0.365784111171399,-0.10878653451372,0.026127224227025,0.437449657021603,-0.201422473696958,0.0144741501555439,0.281397431947167,-0.154433414024004,0.474815440023653,0.843668395319729,chr9,134216220,134220291,gene_body,LOC101928384,direction_only,eope_nominal
18201,0.145349383002927,hyper,TRUE,0.000310334990046132,0.0260601376559428,0.16271983243627,0.112837879899805,0.678356782406401,0.109573394262422,0.000283933324815096,0.0530701805507072,0.140920314833159,0.415814391694933,0.817682407134029,chr10,125823546,125853695,gene_body,BCCIP,tube_robust_fdr,eope_nominal
18867,0.119359869039061,hyper,TRUE,0.000367350585646826,0.0276378684159102,0.142428329685572,0.606317375689552,0.920427307377578,0.0377252709342177,0.00783450321418748,0.217632310684418,0.102036097284836,0.126971577649616,0.665392169504451,chr10,114792371,114821669,gene_body,LOC124902508,tube_robust_fdr,eope_nominal
19524,0.111814569907882,hyper,TRUE,8.0727404290365e-05,0.0169018904242399,0.114911152768957,0.00709821558632808,0.290080429776155,0.117163343267773,3.1091317088734e-06,0.00823353611723697,0.121112613005753,0.855101853555222,0.964670690741478,chr11,66052331,66069308,gene_body,SF3B2,tube_robust_fdr,eope_fdr
19690,0.100448154986886,hyper,TRUE,0.000741698309722417,0.0367764568351057,0.104796578602108,0.231770152764262,0.812136047660474,0.0606349205059625,0.000855489145296012,0.0828127660073095,0.114118489485818,0.598342790670046,0.88870718533143,chr11,86201212,86279807,gene_body,EED,tube_robust_fdr,eope_nominal
20971,0.10931009469254,hyper,TRUE,0.000650434901734657,0.0344659426021853,0.106979211037066,0.0613075525225655,0.567942229643883,0.0814942714749285,2.46423084867516e-05,0.0180516978532287,0.127667106967023,0.702173204880264,0.922763557013642,chr12,389273,442642,gene_body,CCDC77,tube_robust_fdr,eope_fdr
21206,0.108547590234758,hyper,TRUE,0.00126252171784029,0.0465162512016569,0.147099836343307,0.654108241366874,0.927762493652101,0.0355345999904875,0.0113804779068398,0.255537480433027,0.0992371377291071,0.241440741680711,0.728102750387973,chr12,43758944,43798307,gene_body,IRAK4,tube_robust_fdr,eope_nominal
21412,0.104738715733098,hyper,TRUE,0.00165358838184652,0.0525641656275853,0.0915039073808885,0.00648194685278954,0.279992174646528,0.126083211266422,0.000761646955461815,0.0777229955149467,0.0963654074286412,0.830247936038246,0.958415806983644,chr12,59596029,59789855,gene_body,SLC16A7,tube_robust_nominal,eope_nominal
22142,0.118732158788129,hyper,TRUE,0.00129200545984316,0.0468331424184281,0.0994190907409725,0.0151224320781931,0.373204477604504,0.146969328021498,2.63525484984098e-05,0.0181102791255004,0.122623541556443,0.529261722685291,0.865494544968448,chr12,49097136,49110900,gene_body,LMBR1L,tube_robust_fdr,eope_fdr
22275,-0.156083785515757,hypo,TRUE,0.0350135436932909,0.238479194528477,-0.105869948470774,0.0058192570638946,0.270001079490378,-0.250221589977319,0.000556804073738767,0.0693535390700769,-0.193755360613895,0.0433061539333986,0.628769843037646,chr12,57028517,57051198,gene_body,MYO1A,tube_robust_nominal,eope_nominal
22387,-0.117750308522635,hypo,TRUE,0.0134351548407852,0.145878143085579,-0.114115903737934,0.0831867782946631,0.618429424036174,-0.0972208461588679,0.00210186046256253,0.124495726945428,-0.140630821092506,0.719218544105708,0.927844159637924,chr12,78303353,78359746,gene_body,LINC02424,tube_robust_nominal,eope_nominal
22933,-0.127864093953722,hypo,TRUE,0.0887861192719292,0.378687261673175,-0.0946351998059596,0.0114847103245314,0.334935915646335,-0.221780793118357,0.00350402435671055,0.158483396969271,-0.142249435094303,0.160664276824425,0.685594410620138,chr13,51861969,51866232,gene_body,CCDC70,direction_only,eope_nominal
23757,0.125352491048025,hyper,TRUE,9.79538907737256e-06,0.00722416346845088,0.117303577864783,0.00232454957364657,0.206887778330221,0.121212572453604,5.11201857064502e-08,0.0037455248865259,0.142731130448725,0.419972433123793,0.81939363678432,chr14,39432429,39514455,gene_body,LOC105370460,tube_robust_fdr,eope_fdr
23893,0.110396742887594,hyper,TRUE,3.095584955369e-06,0.005516021668539,0.124759187096068,0.0704327183069493,0.589407581128038,0.0581853675441368,4.88474330886042e-06,0.0102257216427684,0.116912208395285,0.232726972111264,0.723680005572956,chr14,69726900,69772005,gene_body,SRSF5,tube_robust_fdr,eope_fdr
24387,0.123618754568099,hyper,TRUE,0.000565967574492749,0.0326378096998678,0.117538574147052,0.00484497457340769,0.258360804323056,0.128420754516343,0.00030028366285622,0.0539332632648407,0.1085742585365,0.857310757629538,0.965342312414726,chr14,45115599,45135319,gene_body,FKBP3,tube_robust_fdr,eope_nominal
24986,0.101770098889175,hyper,TRUE,0.000619918324390465,0.0336589931416626,0.106170743009263,0.132674879967174,0.710420932942851,0.0771765666359943,0.00198684007488346,0.122209883838199,0.0979661499980299,0.641294571645292,0.904008736886965,chr15,42548828,42569994,gene_body,HAUS2,tube_robust_fdr,eope_nominal
25460,0.113009761526867,hyper,TRUE,0.000624329495138853,0.0337271504522579,0.0970366176162709,0.009655982958911,0.317437639966957,0.141787358384546,4.73943542027698e-05,0.0258889540755537,0.102533491219101,0.885306900910864,0.972357811032208,chr15,40686161,40695128,gene_body,RAD51-AS1,tube_robust_fdr,eope_fdr
26198,0.129729790928752,hyper,TRUE,8.14258443844616e-05,0.0169018904242399,0.165627769944684,0.631349041755308,0.925138554789737,0.029566942808767,0.000267513923400979,0.0516114388616507,0.148355897103611,0.139463144082773,0.671148030484648,chr16,30096363,30105193,gene_body,YPEL3-DT,tube_robust_fdr,eope_nominal
26358,0.21556026233436,hyper,TRUE,1.01947696023779e-05,0.0074373367707169,0.324822930370422,0.666207587834332,0.930355190662275,-0.053549995755878,0.00410094476518908,0.167861520670748,0.226271833052183,0.0112939321131268,0.628769843037646,chr16,57462660,57472009,gene_body,POLR2C,tube_robust_fdr,eope_nominal
27285,0.101857145051074,hyper,TRUE,2.6815814723778e-06,0.00534011583912814,0.112408958125092,0.0308877536112555,0.459983350941095,0.0676455222198522,1.80135604584511e-05,0.0168686142318886,0.100319228208087,0.246615596685013,0.731148287903941,chr17,2303383,2325260,gene_body,SRR,tube_robust_fdr,eope_fdr
27412,-0.11366139903645,hypo,TRUE,0.0789364354363066,0.357325946784908,-0.0776772767167394,0.00148227914140259,0.1864577906454,-0.191829248761216,0.0018729409700793,0.119432995593333,-0.1360195635603,0.228482358131324,0.721527207877305,chr17,12549528,12642854,gene_body,LINC00670,direction_only,eope_nominal
27720,0.119824459194859,hyper,TRUE,0.0533299411124853,0.292782982226606,0.0863778097161378,0.0250487717893188,0.431679028390465,0.198422402408781,0.00617819686810589,0.198018506705709,0.131985258266023,0.167296733413763,0.688097678278854,chr17,44186970,44191929,gene_body,TMUB2,direction_only,eope_nominal
27908,0.111840295538629,hyper,TRUE,5.5519318104853e-05,0.0154878020562102,0.104096503387954,0.073376334560562,0.596303312982874,0.117698968111616,0.000526645783814136,0.0681019904021661,0.104577203109801,0.86614547381615,0.967941965421031,chr17,67717931,67744531,gene_body,NOL11,tube_robust_fdr,eope_nominal
28364,-0.139976928055455,hypo,TRUE,0.00340275639896668,0.0728630912492481,-0.14828537433239,,,,0.00432350283921104,0.17231616031611,-0.11680433861932,0.602608837180645,0.890419054504586,chr17,28363506,28368012,gene_body,SEBOX,tube_robust_nominal,eope_nominal
29437,-0.118568150139252,hypo,TRUE,0.126684117733528,0.448529103014839,-0.0665958207709506,0.0020063444609897,0.19970700786714,-0.228148239163598,0.000562969368406553,0.0693535390700769,-0.15057038027787,0.0368460696029226,0.628769843037646,chr18,27305110,27392867,gene_body,LOC105372038,direction_only,eope_nominal
30451,-0.131898104892206,hypo,TRUE,0.0300795696323973,0.220881288584243,-0.120173420269802,0.0629499600486106,0.571825838951512,-0.164196427354322,0.0155310345044029,0.289774221314769,-0.133122445562912,0.883929956974735,0.971711879963749,chr19,53277462,53284947,gene_body,FAM90A27P,tube_robust_nominal,eope_nominal
30739,0.106874320749611,hyper,TRUE,0.000322125416522903,0.0263236348861844,0.110969934873401,0.131666975483639,0.708545611750469,0.0810898783213656,0.00232886632750239,0.129902269231156,0.101312329234373,0.474507570518773,0.84358904005654,chr19,6175873,6199572,gene_body,LOC105372255,tube_robust_fdr,eope_nominal
30748,-0.108087854197687,hypo,TRUE,0.0413933221452437,0.258243875606101,-0.0894053996187766,0.0138328383707621,0.359119585380637,-0.149986909267301,0.00121971328894485,0.0975896012560717,-0.125220420327663,0.46526470139852,0.841075420470913,chr19,6426037,6433779,gene_body,SLC25A41,tube_robust_nominal,eope_nominal
31006,0.122974789328051,hyper,TRUE,0.000151832430356741,0.0199887126485542,0.146960624782857,0.462208875891286,0.893950795517171,0.0621280664461823,0.00440230370151241,0.17367422348082,0.0930816790203097,0.0899669686781637,0.64405009051383,chr19,23399092,23416186,gene_body,LINC01224,tube_robust_fdr,eope_nominal
31435,-0.169782981562633,hypo,TRUE,0.0254343753733301,0.202995628927395,-0.141629649081401,0.000793411483926089,0.154597961255663,-0.273533554568037,0.00401338911882553,0.166901688493827,-0.145327539613049,0.167218847995057,0.688097678278854,chr19,54514203,54527171,gene_body,LOC105372460,tube_robust_nominal,eope_nominal
31606,-0.170807684303327,hypo,TRUE,0.00507714739369828,0.0891976683022304,-0.181406314596796,0.0718701436895793,0.593002625916076,-0.181128837741492,0.00125711725443588,0.0986030199141391,-0.185566219906276,0.810699062134808,0.95365316882487,chr20,12506863,12606143,gene_body,LOC124904871,tube_robust_nominal,eope_nominal
31774,-0.103987066223274,hypo,TRUE,0.000187582057632802,0.021354825373013,-0.0996904894183802,0.0506472027900494,0.533136225373453,-0.101952756629021,1.19133042795466e-05,0.0152489764506463,-0.123918150086949,0.723840297450219,0.929490030157443,chr20,38346482,38377013,gene_body,LBP,tube_robust_fdr,eope_fdr
31974,-0.118518902865828,hypo,TRUE,0.00576751194647156,0.0950287326137592,-0.116680546287843,0.09950455278975,0.651568413350645,-0.110181749115579,0.0411797887652149,0.41235879782578,-0.0907247947980992,0.756364216853064,0.938549080295983,chr20,62352970,62356482,gene_body,LAMA5-AS1,tube_robust_nominal,eope_nominal
31975,0.134947340294067,hyper,TRUE,0.000142862007166821,0.0199396843234939,0.147139255208889,0.123061232370417,0.693176786117889,0.0966635245813427,1.33262842346824e-05,0.0156028080752061,0.151681311030057,0.524677862812127,0.863598241415291,chr20,62387103,62388520,gene_body,RPS21,tube_robust_fdr,eope_fdr
32352,-0.175138920049009,hypo,TRUE,0.257400932992465,0.619239387101759,-0.0819591966503263,0.00183150160876098,0.195897328780056,-0.339697156490072,0.0286605798782997,0.36337122779008,-0.178014342818847,0.0391986978232698,0.628769843037646,chr20,45886491,45887622,gene_body,SPATA25,direction_only,eope_nominal
33406,0.134663784882171,hyper,TRUE,0.0162543016874112,0.161560698358537,0.132730769882111,0.218869338964904,0.802920337433966,0.143988313257106,0.000887692537874065,0.084140161135181,0.183401272775753,0.429734671177443,0.82372019107982,chr22,18533646,18577968,gene_body,PI4KAP1,tube_robust_nominal,eope_nominal
35264,0.10136539684009,hyper,TRUE,0.00477371695914978,0.0866710168409123,0.0857054154635132,0.161402884194582,0.743297815707531,0.0923572660421902,0.00690211577010838,0.208197250045315,0.103700296118752,0.964112613193202,0.990521447064041,chr1,10030832,10034831,promoter_TSS2kb,UBE4B,tube_robust_nominal,eope_nominal
36496,0.121282579310014,hyper,TRUE,0.000160632691617331,0.0202104017437733,0.124214149303215,0.0142582293608568,0.364304069120935,0.100750016947704,0.000123473861748694,0.0395057047007207,0.112430711000411,0.419146171191538,0.819161584752418,chr1,179880042,179884041,promoter_TSS2kb,TOR1AIP1,tube_robust_fdr,eope_fdr
36931,0.20962834769094,hyper,TRUE,0.000737248964392864,0.0367351365618197,0.274050152852781,0.255209601355401,0.825684851001025,0.131306770035862,0.000142353261971665,0.041112378246746,0.24895294230747,0.45101613972651,0.83428392430294,chr1,629151,633150,promoter_TSS2kb,LOC101928626,tube_robust_fdr,eope_fdr
37915,-0.111594476680604,hypo,TRUE,0.0833576048047503,0.367787884683457,-0.084756673301227,0.0518102814160471,0.538466113745676,-0.169102902024927,0.0135650535055196,0.273941595752452,-0.121304879080399,0.254945241948543,0.73545679326926,chr1,151851713,151855712,promoter_TSS2kb,THEM5,direction_only,eope_nominal
38022,0.116509212285689,hyper,TRUE,0.000255453088850565,0.0238558865560042,0.164737650228531,0.762139331375161,0.950204481715704,0.0196081031207058,0.00169259491395151,0.11451037557739,0.129125337963018,0.0881936207016552,0.642350457801557,chr1,157277508,157281507,promoter_TSS2kb,LOC105371456,tube_robust_fdr,eope_nominal
38071,0.113575752673324,hyper,TRUE,0.00475975964822737,0.0865306218605204,0.123822690209687,0.279898043494651,0.840532566959725,0.0861033807462379,0.0688608692507197,0.493706126060853,0.0784049458624797,0.381283179248166,0.800756752988112,chr1,160709832,160713831,promoter_TSS2kb,CD48,tube_robust_nominal,not_eope
38086,0.127971940547265,hyper,TRUE,0.00548737278907143,0.0929472647918072,0.100648314686859,0.00118966945136029,0.176775796943019,0.17164153048795,0.000331522151662251,0.0564938701253102,0.13210661359542,0.557335905338952,0.877070840405612,chr1,161175969,161179968,promoter_TSS2kb,B4GALT3,tube_robust_nominal,eope_nominal
40427,-0.100336424645044,hypo,TRUE,0.189820486013196,0.542127720083117,-0.0560343459526629,0.0118112826324216,0.339116300878357,-0.181561761681334,0.0145059032387942,0.281551564356082,-0.111006383856797,0.134870195573422,0.668785382929912,chr2,95831964,95835963,promoter_TSS2kb,LINC00342,direction_only,eope_nominal
41612,0.113883083878928,hyper,TRUE,0.00352027207034251,0.0742009007535816,0.0990843415737773,0.00313681504475165,0.226138035128235,0.158783689127407,0.000311648570264196,0.0550059292627469,0.117296781427931,0.373096500292074,0.797799721837427,chr3,99815837,99819836,promoter_TSS2kb,CMSS1,tube_robust_nominal,eope_nominal
41613,0.113883083878928,hyper,TRUE,0.00352027207034251,0.0742009007535816,0.0990843415737773,0.00313681504475165,0.226138035128235,0.158783689127407,0.000311648570264196,0.0550059292627469,0.117296781427931,0.373096500292074,0.797799721837427,chr3,99815912,99819911,promoter_TSS2kb,LOC105374010,tube_robust_nominal,eope_nominal
42116,0.103899815540066,hyper,TRUE,0.0101709002332487,0.126269969837613,0.0781120424652606,0.00802833735154903,0.302369866479925,0.130563424004752,0.000164103969469751,0.0442394745419661,0.12094239864618,0.421315748721874,0.819943120194072,chr3,194581991,194585990,promoter_TSS2kb,TMEM44-AS1,tube_robust_nominal,eope_fdr
43097,-0.100357367458035,hypo,TRUE,0.132035890725122,0.457654372408023,-0.0834253804188015,0.0307671975069895,0.459607116081982,-0.154210679998495,0.0358030569916197,0.393612604601527,-0.102026455007022,0.733257882298629,0.932595156454242,chr3,195013194,195017193,promoter_TSS2kb,LOC105374295,direction_only,eope_nominal
